,Organization_size,IT_dpt_size,Estimated_Duration,Development_cost,maintainance_cost,Additional_cost,Manager_experience,Development_team_experience,Team_size,Level_of_outsourcing,Software_accuracy,Increase_in_productivity,Software_availability,Software_stability,Degree_of_software_reuse,Organization_Company_1,Organization_Company_2,Organization_Company_3,Organization_Company_4,Organization_Company_5,Organization_Company_6,Organization_Company_7,Customer_type_1,Customer_type_2,Customer_type_3,Customer_type_4,Customer_type_5,Customer_type_6,Customer_type_7,Project_type_Hybrid model,Project_type_Keyword recognition-based,Project_type_Linguistic Based,Project_type_Machine Learning chatbot,Project_type_Voice Bots,Project_type_button-based,Development_type_Agile,Development_type_Extreme Programming,Development_type_Feature-Driven,Development_type_Lean,Development_type_Scrum,Development_type_Waterfall,Cloud_platform_type_AWS,Cloud_platform_type_Azure,Cloud_platform_type_GCP,Cloud_platform_type_IBM,Cloud_platform_type_Oracle,Cloud_platform_type_Salesforce,Computing_Tier_T1,Computing_Tier_T2,Computing_Tier_T3,Computing_Tier_T4,Computing_Tier_T5,Programming_language_used_ASP.Net,Programming_language_used_Java,Programming_language_used_Python,Programming_language_used_R,DB_used_MongoDB,DB_used_MySQL,DB_used_Oracle,DB_used_PLSQL,Open_source_tool_used_T1,Open_source_tool_used_T2,Open_source_tool_used_T3,Open_source_tool_used_T4,Open_source_tool_used_T5
15,0.4000000000000001,0.0869565217391306,0.5707618393960192,0.40000000000000036,0.44376455332016007,0.3349307774227903,0.5625,0.38461538461538464,0.2121212121212121,0.026785714285714246,0.9957108816521045,0.38,0.0,1.0,0.33333333333333326,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
16,1.0000000000000002,0.34782608695652184,0.5035689773507207,1.0,0.46453273441554355,0.52555910543131,0.375,0.46153846153846156,0.4949494949494949,0.9999999999999999,0.801429706115965,0.29,1.0,0.19999999999999973,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
17,0.4000000000000001,0.5217391304347827,0.3470144131777625,0.40000000000000036,0.44684625160710556,0.4094781682641109,0.5,0.5384615384615385,0.36363636363636365,0.6964285714285715,0.2808578236695789,0.31,0.75,0.48,0.9999999999999998,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
18,0.6000000000000001,0.17391304347826098,0.23081674673987645,0.5999999999999996,0.3798082197522067,0.5111821086261981,0.5625,0.46153846153846156,0.4747474747474748,0.9464285714285715,0.7985702938840347,0.67,1.0,0.19999999999999973,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
19,0.4000000000000001,0.5217391304347827,0.5385037748798902,0.40000000000000036,0.3220374709858106,0.43343982960596383,0.625,0.6923076923076923,0.36363636363636365,0.6964285714285715,0.002859412231930314,0.86,0.25,0.19999999999999973,0.6666666666666667,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
20,0.6000000000000001,0.6086956521739129,0.5554564172958133,0.5999999999999996,0.5400565306733757,0.24760383386581464,0.5625,0.38461538461538464,0.3737373737373738,0.7232142857142859,0.004289118347895471,0.81,0.25,0.19999999999999973,0.6666666666666667,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
21,0.6000000000000001,0.17391304347826098,0.46623198352779677,0.5999999999999996,0.6409821495708427,0.5990415335463257,0.5625,0.46153846153846156,0.2222222222222222,0.05357142857142855,0.9971405877680697,0.8200000000000001,0.0,1.0,0.33333333333333326,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
22,0.6000000000000001,0.826086956521739,0.49574468085106377,0.5999999999999996,0.5115508215191292,0.5111821086261981,0.5625,0.5384615384615385,0.9797979797979799,0.9464285714285715,0.7985702938840347,0.24,0.5,0.0,0.6666666666666667,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
23,0.6000000000000001,0.3913043478260869,0.2829787234042553,0.5999999999999996,0.3697927003196336,0.37539936102236426,0.5625,0.46153846153846156,0.07070707070707069,0.2767857142857143,0.7985702938840347,0.07,0.5,0.0,0.6666666666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
24,0.6000000000000001,0.6086956521739129,0.9665751544269046,0.5999999999999996,0.2172486351158286,0.6789137380191692,0.6875,0.38461538461538464,0.1717171717171717,0.5,0.004289118347895471,0.1,0.25,0.19999999999999973,0.6666666666666667,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
25,0.6000000000000001,0.3913043478260869,0.023541523678792038,0.5999999999999996,0.31663340486982283,0.6096911608093716,0.5,0.5384615384615385,0.07070707070707069,0.2767857142857143,0.7985702938840347,0.2,0.5,0.0,0.6666666666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
26,0.6000000000000001,0.17391304347826098,0.388675360329444,0.5999999999999996,0.4529985540671636,0.3088391906283281,0.375,0.6153846153846154,0.4747474747474748,0.9464285714285715,0.004289118347895471,0.0,0.25,0.19999999999999973,0.6666666666666667,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
27,0.6000000000000001,0.826086956521739,0.0008922443376801647,0.5999999999999996,0.5315818603842754,0.7215122470713524,0.5625,0.8461538461538463,0.9797979797979799,0.9464285714285715,0.7985702938840347,0.25,0.5,0.0,0.6666666666666667,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
28,0.4000000000000001,0.5217391304347827,0.39025394646533973,0.40000000000000036,0.35824742585742075,0.5372736954206603,0.4375,0.46153846153846156,0.1616161616161616,0.4732142857142857,0.79714058776807,0.04,0.5,0.0,0.6666666666666667,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
29,1.0000000000000002,0.34782608695652184,0.6291695264241592,1.0,0.5862598167498928,0.4696485623003195,0.5625,0.46153846153846156,0.4949494949494949,0.9999999999999999,0.801429706115965,0.35000000000000003,1.0,0.19999999999999973,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
30,0.8,0.9130434782608694,0.667124227865477,0.7999999999999989,0.4529874599533307,0.7726304579339722,0.5,0.38461538461538464,0.030303030303030304,0.3035714285714286,0.7999999999999998,0.35000000000000003,0.5,0.0,0.6666666666666667,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
31,0.6000000000000001,0.17391304347826098,0.787439945092656,0.5999999999999996,0.6587019147207794,0.7401490947816824,0.5,0.6153846153846154,0.4747474747474748,0.9464285714285715,0.9971405877680697,0.78,0.0,1.0,0.33333333333333326,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
32,1.0000000000000002,0.7826086956521741,0.5172958133150308,1.0,0.5107582087197268,0.8077742279020235,0.4375,0.38461538461538464,0.19191919191919193,0.5535714285714285,0.801429706115965,0.73,1.0,0.19999999999999973,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
33,0.4000000000000001,0.7391304347826086,0.5220315717227179,0.40000000000000036,0.5277408316394264,0.5931842385516508,0.375,0.46153846153846156,0.9696969696969697,0.9196428571428573,0.9957108816521045,0.44,0.0,1.0,0.33333333333333326,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
34,0.4000000000000001,0.5217391304347827,0.6174330816746739,0.40000000000000036,0.1972286903645155,0.5239616613418532,0.3125,0.8461538461538463,0.36363636363636365,0.6964285714285715,0.79714058776807,0.08,0.5,0.0,0.6666666666666667,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
35,0.6000000000000001,0.3913043478260869,0.39210706932052153,0.5999999999999996,0.5246480392386478,0.5937167199148028,0.3125,0.38461538461538464,0.07070707070707069,0.2767857142857143,0.7985702938840347,0.24,1.0,0.19999999999999973,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
36,0.8,0.26086956521739135,0.08442004118050789,0.7999999999999989,0.6687063400395196,0.6741214057507987,0.6875,0.5384615384615385,0.48484848484848486,0.9732142857142857,0.2837172359015092,0.48,0.75,0.48,0.9999999999999998,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
37,0.6000000000000001,0.3913043478260869,0.029032258064516127,0.5999999999999996,0.6779625290141892,0.4818956336528222,0.6875,0.5384615384615385,0.07070707070707069,0.2767857142857143,0.7985702938840347,0.14,1.0,0.19999999999999973,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
38,0.8,0.26086956521739135,0.34866163349347973,0.7999999999999989,0.37440415363621893,0.3679446219382321,0.3125,0.6923076923076923,0.48484848484848486,0.9732142857142857,0.9985702938840348,0.47000000000000003,0.0,1.0,0.33333333333333326,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
39,0.4000000000000001,0.5217391304347827,0.7368565545641729,0.40000000000000036,0.49076045219607967,0.7342917997870075,0.5,0.6923076923076923,0.1616161616161616,0.4732142857142857,0.9957108816521045,0.93,0.0,1.0,0.33333333333333326,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
40,0.6000000000000001,0.17391304347826098,0.7140013726835963,0.5999999999999996,0.43065624148680837,0.39669861554845576,0.4375,0.7692307692307693,0.4747474747474748,0.9464285714285715,0.004289118347895471,0.58,0.25,0.19999999999999973,0.6666666666666667,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
41,0.8,0.9130434782608694,0.2189430336307481,0.7999999999999989,0.5261777942682876,0.31469648562300323,0.3125,0.6923076923076923,0.9898989898989898,0.9732142857142857,0.7999999999999998,0.79,0.5,0.0,0.6666666666666667,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
42,0.4000000000000001,0.0869565217391306,0.7389155799588194,0.40000000000000036,0.8274359900448817,0.3908413205537806,0.5,0.6923076923076923,0.2121212121212121,0.026785714285714246,0.9957108816521045,0.89,0.5,0.3999999999999999,0.6666666666666667,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
43,0.6000000000000001,0.3913043478260869,0.38318462594371994,0.5999999999999996,0.6525385181468885,0.415335463258786,0.5,0.46153846153846156,0.07070707070707069,0.2767857142857143,0.9971405877680697,0.54,0.0,1.0,0.33333333333333326,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
44,0.6000000000000001,0.826086956521739,0.2836650652024708,0.5999999999999996,0.5154029443778111,0.6549520766773163,0.5,0.46153846153846156,0.9797979797979799,0.9464285714285715,0.7985702938840347,0.63,0.5,0.0,0.6666666666666667,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
45,0.4000000000000001,0.7391304347826086,0.6517501715854496,0.40000000000000036,0.6425340928281483,0.398828541001065,0.1875,0.7692307692307693,0.9696969696969697,0.9196428571428573,0.2808578236695789,0.22,0.75,0.48,0.9999999999999998,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
46,0.4000000000000001,0.7391304347826086,0.527522306108442,0.40000000000000036,0.5493127196480453,0.4414270500532482,0.625,0.6153846153846154,0.9696969696969697,0.9196428571428573,0.002859412231930314,0.6900000000000001,0.25,0.19999999999999973,0.6666666666666667,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
47,0.8,0.9130434782608694,0.41729581331503085,0.7999999999999989,0.28195320502785226,0.5170394036208732,0.5,0.7692307692307693,0.030303030303030304,0.3035714285714286,0.9985702938840348,0.31,0.0,1.0,0.33333333333333326,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
48,0.4000000000000001,0.5217391304347827,0.9139327385037748,0.40000000000000036,0.29122048811635504,0.5985090521831735,0.4375,0.46153846153846156,0.1616161616161616,0.4732142857142857,0.002859412231930314,0.33,0.25,0.19999999999999973,0.6666666666666667,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
49,0.4000000000000001,0.0869565217391306,0.0484557309540151,0.40000000000000036,0.516954887635117,0.4414270500532482,0.4375,0.46153846153846156,0.2121212121212121,0.026785714285714246,0.002859412231930314,0.43,0.25,0.19999999999999973,0.6666666666666667,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
50,0.4000000000000001,0.30434782608695665,0.985312285518188,0.40000000000000036,0.5261999824959537,0.48402555910543144,0.5,0.46153846153846156,0.06060606060606058,0.25,0.9957108816521045,0.08,0.5,0.3999999999999999,0.6666666666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
51,0.8,0.26086956521739135,0.36856554564172955,0.7999999999999989,0.695671200050293,0.44781682641107556,0.4375,0.6153846153846154,0.23232323232323232,0.0803571428571429,0.9985702938840348,0.92,0.0,1.0,0.33333333333333326,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
52,0.8,0.6956521739130435,0.8448867536032943,0.7999999999999989,0.5022946325444596,0.49840255591054317,0.3125,0.5384615384615385,0.18181818181818182,0.5267857142857143,0.9985702938840348,0.12,0.5,0.3999999999999999,0.6666666666666667,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
53,0.6000000000000001,0.17391304347826098,0.07295813315030884,0.5999999999999996,0.28658684657210365,0.5138445154419595,0.4375,0.5384615384615385,0.4747474747474748,0.9464285714285715,0.004289118347895471,0.73,0.25,0.19999999999999973,0.6666666666666667,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
54,0.8,0.6956521739130435,0.2793411118737131,0.7999999999999989,0.5184735485509236,0.354632587859425,0.3125,0.6923076923076923,0.18181818181818182,0.5267857142857143,0.005718824463860628,0.41000000000000003,0.25,0.19999999999999973,0.6666666666666667,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
55,0.6000000000000001,0.17391304347826098,0.3687714481811942,0.5999999999999996,0.43990133634764506,0.5830670926517569,0.375,0.46153846153846156,0.4747474747474748,0.9464285714285715,0.7985702938840347,0.25,0.5,0.0,0.6666666666666667,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
56,0.6000000000000001,0.826086956521739,0.1347288949897049,0.5999999999999996,0.3435982648805965,0.535143769968051,0.5625,0.5384615384615385,0.020202020202020193,0.2767857142857143,0.9971405877680697,0.89,0.5,0.3999999999999999,0.6666666666666667,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
57,0.8,0.9130434782608694,0.793411118737131,0.7999999999999989,0.41831835422519303,0.4877529286474973,0.3125,0.46153846153846156,0.9898989898989898,0.9732142857142857,0.9985702938840348,0.08,0.0,1.0,0.33333333333333326,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
